city,state,stars,open,alcohol,noiseLevel,attire,priceRange,delivery,waiterService,smoking,outdoorSeating,caters,goodForKids,goodForGroups
Sun City,AZ,3.0,True,none,BLANK,casual,2,TRUE,BLANK,BLANK,BLANK,BLANK,BLANK,1
Charlotte,NC,2.0,True,none,BLANK,BLANK,2,BLANK,TRUE,outdoor,BLANK,BLANK,BLANK,0
Las Vegas,NV,4.0,False,none,average,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,4.0,True,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,0
Montral,QC,4.5,True,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Apache Junction,AZ,5.0,True,beer_and_wine,average,casual,2,FALSE,TRUE,outdoor,FALSE,FALSE,BLANK,0
Phoenix,AZ,1.5,True,none,quiet,casual,1,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,0
Las Vegas,NV,4.0,True,none,quiet,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Laval,QC,3.0,True,full_bar,loud,casual,2,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,0
Charlotte,NC,4.0,False,none,quiet,casual,2,TRUE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Phoenix,AZ,3.5,False,none,loud,casual,1,TRUE,TRUE,BLANK,TRUE,TRUE,FALSE,1
Montreal,QC,4.5,True,none,quiet,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,0
Karlsruhe,BW,4.5,True,beer_and_wine,BLANK,casual,2,FALSE,TRUE,yes,TRUE,BLANK,BLANK,1
Pittsburgh,PA,2.5,True,none,average,casual,1,TRUE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Laval,QC,1.5,True,none,quiet,casual,2,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Montral,QC,3.0,True,beer_and_wine,quiet,casual,1,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,0
Chandler,AZ,3.5,False,full_bar,BLANK,casual,2,FALSE,TRUE,outdoor,FALSE,BLANK,TRUE,1
Charlotte,NC,4.0,False,beer_and_wine,average,casual,2,FALSE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Verdun,QC,4.0,True,beer_and_wine,average,casual,2,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Maricopa,AZ,2.5,True,full_bar,average,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Sun City,AZ,2.0,False,full_bar,average,casual,1,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Homestead,PA,3.0,True,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Madison,WI,2.5,False,full_bar,BLANK,casual,2,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Montral,QC,3.0,True,none,average,casual,3,BLANK,TRUE,BLANK,BLANK,BLANK,BLANK,1
Montral,QC,4.0,True,none,BLANK,casual,1,TRUE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Tempe,AZ,3.0,False,beer_and_wine,quiet,casual,2,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,0
Laval,QC,4.0,True,beer_and_wine,BLANK,BLANK,BLANK,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Goodyear,AZ,2.5,True,none,very_loud,casual,1,TRUE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Scottsdale,AZ,2.5,True,none,BLANK,formal,1,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Edinburgh,EDH,3.0,True,full_bar,BLANK,BLANK,2,BLANK,FALSE,outdoor,FALSE,BLANK,BLANK,0
Charlotte,NC,2.0,True,none,BLANK,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,TRUE,BLANK,0
Pittsburgh,PA,4.0,True,none,BLANK,casual,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1
Montral,QC,4.0,True,full_bar,BLANK,BLANK,BLANK,FALSE,FALSE,BLANK,TRUE,TRUE,BLANK,0
Phoenix,AZ,1.0,True,none,BLANK,casual,1,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Chandler,AZ,2.0,True,none,quiet,BLANK,1,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,1
Edinburgh,MLN,3.5,True,none,quiet,casual,1,FALSE,BLANK,BLANK,TRUE,BLANK,BLANK,1
Las Vegas,NV,4.0,True,none,quiet,BLANK,BLANK,TRUE,BLANK,BLANK,BLANK,BLANK,BLANK,0
Edinburgh,EDH,4.0,True,beer_and_wine,BLANK,BLANK,2,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,1
Gilbert,AZ,5.0,True,none,BLANK,BLANK,3,TRUE,BLANK,BLANK,BLANK,BLANK,BLANK,0
Pittsburgh,PA,4.0,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,3.5,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Laval,QC,4.5,False,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Edinburgh,EDH,4.5,True,none,average,BLANK,4,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,1
Tempe,AZ,4.0,True,none,BLANK,BLANK,4,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Edinburgh,EDH,2.5,False,none,BLANK,BLANK,3,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Edinburgh,MLN,4.5,True,none,BLANK,casual,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Phoenix,AZ,2.0,False,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,FALSE,BLANK,1
Laval,QC,5.0,True,none,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,BLANK,BLANK,BLANK,1
Fort Mill,SC,3.0,False,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Champaign,IL,3.0,True,full_bar,loud,casual,1,FALSE,TRUE,yes,FALSE,FALSE,BLANK,1
Montral,QC,3.5,True,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,0
Kitchener,ON,5.0,True,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Edinburgh,EDH,3.0,True,full_bar,average,casual,2,FALSE,TRUE,BLANK,FALSE,BLANK,TRUE,1
Queen Creek,AZ,4.0,False,none,quiet,casual,2,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Montreal,QC,3.5,True,full_bar,quiet,casual,2,FALSE,TRUE,BLANK,TRUE,BLANK,BLANK,1
Waterloo,ON,4.0,True,none,quiet,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Waterloo,ON,4.0,True,full_bar,quiet,casual,2,TRUE,TRUE,BLANK,TRUE,BLANK,BLANK,1
Edinburgh,EDH,4.0,True,full_bar,BLANK,casual,2,TRUE,TRUE,BLANK,FALSE,BLANK,TRUE,1
Waterloo,ON,4.0,True,full_bar,average,casual,2,BLANK,TRUE,BLANK,FALSE,TRUE,BLANK,1
Montreal,QC,4.5,True,full_bar,loud,BLANK,2,BLANK,FALSE,outdoor,FALSE,BLANK,BLANK,0
Edinburgh,EDH,3.0,True,full_bar,loud,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Montral,QC,3.0,True,full_bar,loud,BLANK,1,BLANK,TRUE,no,FALSE,BLANK,BLANK,1
Pittsburgh,PA,4.0,True,none,average,casual,3,BLANK,TRUE,BLANK,FALSE,BLANK,BLANK,0
Bellevue,PA,4.0,True,none,quiet,casual,2,TRUE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Pittsburgh,PA,3.5,True,none,average,casual,2,TRUE,BLANK,BLANK,FALSE,BLANK,BLANK,0
Chandler,AZ,3.0,False,full_bar,average,casual,2,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Montral,QC,4.0,True,full_bar,loud,casual,2,BLANK,TRUE,BLANK,FALSE,BLANK,BLANK,1
Lachine,QC,4.0,True,none,average,casual,1,FALSE,TRUE,BLANK,BLANK,BLANK,BLANK,1
Kitchener,ON,3.5,True,beer_and_wine,average,casual,2,TRUE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Las Vegas,NV,3.5,True,full_bar,average,casual,1,FALSE,BLANK,BLANK,FALSE,FALSE,BLANK,1
Montreal,QC,3.5,True,full_bar,quiet,casual,2,BLANK,TRUE,BLANK,TRUE,BLANK,BLANK,0
Charlotte,NC,3.0,False,full_bar,average,casual,2,BLANK,FALSE,BLANK,TRUE,BLANK,BLANK,0
Charlotte,NC,4.5,True,none,average,casual,2,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,1
Pittsburgh,PA,3.0,True,full_bar,average,BLANK,1,BLANK,TRUE,yes,FALSE,BLANK,BLANK,1
Edinburgh,EDH,3.5,True,full_bar,average,BLANK,2,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,1
Tolleson,AZ,1.5,True,none,quiet,casual,1,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Phoenix,AZ,3.0,True,none,loud,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,0
Montreal,QC,3.0,True,full_bar,loud,casual,3,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Edinburgh,EDH,4.0,True,beer_and_wine,quiet,dressy,3,FALSE,BLANK,no,FALSE,BLANK,BLANK,1
Pittsburgh,PA,4.5,True,full_bar,average,BLANK,2,BLANK,BLANK,no,TRUE,BLANK,BLANK,1
Scottsdale,AZ,4.0,False,full_bar,BLANK,casual,2,FALSE,FALSE,BLANK,TRUE,BLANK,TRUE,1
Lachine,QC,3.0,True,none,BLANK,casual,1,FALSE,FALSE,BLANK,TRUE,BLANK,BLANK,1
Phoenix,AZ,3.5,False,none,BLANK,casual,1,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,0
Montral,QC,4.5,True,none,BLANK,casual,1,BLANK,TRUE,BLANK,BLANK,BLANK,BLANK,0
Glendale,AZ,4.0,False,none,BLANK,casual,2,FALSE,BLANK,BLANK,TRUE,BLANK,BLANK,1
Edinburgh,EDH,3.0,True,full_bar,average,BLANK,2,BLANK,BLANK,outdoor,TRUE,BLANK,BLANK,1
Las Vegas,NV,4.5,False,none,BLANK,BLANK,1,BLANK,TRUE,BLANK,BLANK,BLANK,BLANK,0
Madison,WI,4.0,False,none,BLANK,BLANK,3,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Pittsburgh,PA,4.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Chandler,AZ,3.5,False,none,BLANK,casual,2,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,0
Phoenix,AZ,5.0,True,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Lasalle,QC,3.5,True,none,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,BLANK,BLANK,BLANK,0
Pittsburgh,PA,3.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Edinburgh,EDH,4.0,True,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Mesa,AZ,4.5,False,full_bar,average,casual,2,FALSE,TRUE,outdoor,FALSE,BLANK,BLANK,1
Montreal,QC,4.0,False,full_bar,very_loud,casual,3,FALSE,TRUE,outdoor,TRUE,TRUE,TRUE,1
Phoenix,AZ,3.5,True,none,average,casual,1,TRUE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Phoenix,AZ,4.0,False,beer_and_wine,average,casual,1,TRUE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Montreal,QC,4.5,True,none,average,casual,1,TRUE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Edinburgh,EDH,4.0,True,none,quiet,casual,2,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Mesa,AZ,4.0,False,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Dorval,QC,4.0,True,none,average,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Montral,QC,2.5,True,none,very_loud,casual,2,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Montral,QC,3.0,True,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Westmount,QC,4.0,True,none,quiet,casual,2,TRUE,TRUE,BLANK,TRUE,BLANK,BLANK,0
Phoenix,AZ,4.5,True,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Anthem,AZ,3.0,True,beer_and_wine,average,casual,1,TRUE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Edinburgh,EDH,3.5,True,beer_and_wine,quiet,casual,2,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Phoenix,AZ,4.5,False,beer_and_wine,quiet,casual,2,BLANK,FALSE,BLANK,FALSE,FALSE,BLANK,1
Sun Prairie,WI,4.0,True,full_bar,average,BLANK,1,FALSE,FALSE,no,FALSE,FALSE,BLANK,1
Charlotte,NC,5.0,False,beer_and_wine,average,casual,1,BLANK,TRUE,BLANK,TRUE,TRUE,BLANK,0
Phoenix,AZ,3.5,False,none,quiet,casual,2,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Charlotte,NC,3.0,True,none,quiet,casual,1,TRUE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Scottsdale,AZ,4.5,False,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,BLANK,FALSE,1
Indian Trail,NC,4.5,True,none,average,casual,2,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Montral,QC,4.0,False,full_bar,average,casual,2,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Las Vegas,NV,4.0,False,full_bar,BLANK,casual,2,FALSE,BLANK,yes,FALSE,BLANK,BLANK,1
Las Vegas,NV,2.5,True,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Montral,QC,4.0,True,full_bar,average,BLANK,2,BLANK,FALSE,outdoor,FALSE,BLANK,BLANK,1
Las Vegas,NV,3.0,True,beer_and_wine,average,casual,2,FALSE,BLANK,BLANK,FALSE,FALSE,BLANK,1
Pittsburgh,PA,4.0,True,none,average,casual,2,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Montreal,QC,4.0,True,none,quiet,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,0
Las Vegas,NV,4.0,False,full_bar,average,casual,2,TRUE,TRUE,BLANK,FALSE,BLANK,BLANK,0
Goodyear,AZ,3.5,True,none,quiet,casual,2,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Phoenix,AZ,3.0,True,none,BLANK,casual,2,TRUE,TRUE,BLANK,FALSE,BLANK,BLANK,0
Montreal,QC,3.0,True,none,BLANK,casual,2,BLANK,TRUE,BLANK,BLANK,BLANK,BLANK,1
Montral,QC,4.0,True,full_bar,quiet,casual,3,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Stoughton,WI,4.0,True,full_bar,average,casual,2,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,1
Glendale,AZ,4.0,True,none,BLANK,casual,2,FALSE,BLANK,BLANK,TRUE,BLANK,BLANK,1
Tempe,AZ,3.0,True,none,average,BLANK,BLANK,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,0
Mesa,AZ,5.0,True,none,BLANK,casual,1,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Las Vegas,NV,4.0,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Scottsdale,AZ,4.5,True,none,BLANK,BLANK,2,FALSE,BLANK,BLANK,BLANK,BLANK,BLANK,0
Brossard,QC,2.5,True,none,BLANK,dressy,BLANK,FALSE,BLANK,BLANK,BLANK,BLANK,BLANK,1
Montral,QC,4.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,0
Montral,QC,4.0,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Edinburgh,EDH,4.5,True,none,BLANK,BLANK,1,BLANK,FALSE,BLANK,FALSE,BLANK,BLANK,0
Chandler,AZ,3.5,False,none,BLANK,BLANK,2,BLANK,TRUE,BLANK,BLANK,BLANK,BLANK,0
Charlotte,NC,3.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Montral,QC,3.0,False,none,BLANK,BLANK,3,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Edinburgh,EDH,3.5,False,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Matthews,NC,3.5,True,none,quiet,casual,1,FALSE,FALSE,BLANK,FALSE,FALSE,TRUE,0
Montral,QC,3.5,True,beer_and_wine,average,casual,2,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Chandler,AZ,2.5,True,none,loud,casual,1,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,1
Tempe,AZ,3.0,True,none,very_loud,casual,2,TRUE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Mesa,AZ,3.5,True,none,loud,casual,1,TRUE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Middleton,WI,3.0,False,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,0
Champaign,IL,3.5,True,none,quiet,casual,2,TRUE,TRUE,BLANK,FALSE,BLANK,BLANK,0
Pittsburgh,PA,5.0,True,full_bar,loud,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
North Las Vegas,NV,2.5,True,none,very_loud,casual,2,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,0
Phoenix,AZ,2.5,False,none,quiet,casual,2,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Edinburgh,MLN,5.0,True,full_bar,average,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Saint-Laurent,QC,3.5,True,beer_and_wine,average,casual,1,TRUE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Belmont,NC,3.0,True,none,quiet,casual,2,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Phoenix,AZ,3.5,True,none,quiet,casual,1,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Montreal,QC,3.5,True,full_bar,loud,BLANK,3,BLANK,BLANK,no,FALSE,BLANK,BLANK,1
Montral,QC,4.5,True,none,quiet,casual,2,FALSE,TRUE,BLANK,BLANK,BLANK,BLANK,1
Las Vegas,NV,4.0,False,full_bar,BLANK,casual,2,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Montreal,QC,2.0,True,none,BLANK,casual,2,FALSE,TRUE,BLANK,TRUE,BLANK,BLANK,1
Sun City,AZ,1.0,False,none,BLANK,casual,1,FALSE,BLANK,BLANK,FALSE,FALSE,BLANK,0
Las Vegas,NV,3.5,False,full_bar,BLANK,casual,1,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
West Mifflin,PA,4.0,True,none,BLANK,casual,2,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Pittsburgh,PA,4.0,False,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,0
Phoenix,AZ,3.5,False,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,0
Las Vegas,NV,1.5,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,0
Phoenix,AZ,3.5,True,none,BLANK,BLANK,2,TRUE,BLANK,BLANK,BLANK,BLANK,BLANK,0
Phoenix,AZ,5.0,False,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Phoenix,AZ,3.0,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,3.0,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,4.5,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Phoenix,AZ,4.0,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,TRUE,BLANK,0
Las Vegas,NV,4.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,TRUE,BLANK,0
Matthews,NC,4.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Montral,QC,3.5,True,none,BLANK,BLANK,3,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Edinburgh,EDH,4.0,True,none,BLANK,BLANK,BLANK,FALSE,FALSE,BLANK,BLANK,BLANK,BLANK,0
Carefree,AZ,2.5,True,none,BLANK,BLANK,1,BLANK,FALSE,BLANK,BLANK,BLANK,BLANK,0
Pittsburgh,PA,3.5,True,none,average,casual,1,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Glendale,AZ,3.5,True,none,average,casual,1,TRUE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Glendale,AZ,3.0,True,none,quiet,casual,1,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Pittsburgh,PA,4.5,False,none,quiet,casual,1,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Tempe,AZ,3.5,False,none,quiet,casual,2,TRUE,FALSE,BLANK,FALSE,BLANK,BLANK,0
Las Vegas,NV,4.0,True,none,quiet,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Henderson,NV,1.5,False,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,0
Phoenix,AZ,2.5,True,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Mount Holly,NC,4.5,True,none,quiet,casual,2,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Charlotte,NC,2.5,True,none,quiet,casual,1,TRUE,FALSE,BLANK,FALSE,FALSE,BLANK,0
Montral,QC,3.0,True,none,BLANK,casual,2,TRUE,FALSE,BLANK,FALSE,BLANK,BLANK,0
Pittsburgh,PA,1.5,True,none,BLANK,casual,1,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Waterloo,ON,3.0,True,none,loud,casual,1,FALSE,TRUE,BLANK,TRUE,BLANK,BLANK,1
Pittsburgh,PA,4.0,True,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Madison,WI,2.5,True,none,average,casual,1,TRUE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Pittsburgh,PA,4.5,True,none,quiet,casual,2,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Las Vegas,NV,4.0,True,none,very_loud,casual,2,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Edinburgh,EDH,4.5,True,beer_and_wine,quiet,casual,2,FALSE,FALSE,BLANK,BLANK,BLANK,BLANK,1
Las Vegas,NV,2.5,False,none,quiet,casual,1,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,1
Montral,QC,3.5,False,full_bar,loud,BLANK,2,BLANK,FALSE,no,FALSE,BLANK,BLANK,1
Las Vegas,NV,4.5,True,none,BLANK,casual,1,FALSE,FALSE,BLANK,BLANK,TRUE,BLANK,1
Las Vegas,NV,4.0,False,none,average,casual,1,BLANK,FALSE,BLANK,FALSE,TRUE,BLANK,1
Edinburgh,EDH,3.0,True,full_bar,average,BLANK,2,BLANK,TRUE,outdoor,TRUE,BLANK,BLANK,1
Tempe,AZ,2.0,True,none,BLANK,casual,1,TRUE,BLANK,BLANK,FALSE,FALSE,BLANK,0
Edinburgh,EDH,4.0,False,full_bar,quiet,BLANK,2,BLANK,FALSE,outdoor,FALSE,BLANK,BLANK,1
Phoenix,AZ,2.0,True,full_bar,BLANK,BLANK,1,BLANK,TRUE,outdoor,FALSE,BLANK,BLANK,1
Middleton,WI,3.5,True,none,average,casual,1,TRUE,BLANK,BLANK,FALSE,BLANK,BLANK,0
Madison,WI,5.0,True,none,BLANK,casual,1,TRUE,BLANK,BLANK,BLANK,BLANK,BLANK,0
Pittsburgh,PA,3.5,True,none,BLANK,casual,BLANK,BLANK,FALSE,BLANK,FALSE,BLANK,BLANK,0
Spring Valley,NV,3.5,False,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,0
Montral,QC,4.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,0
Las Vegas,NV,4.0,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Phoenix,AZ,4.0,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Waterloo,ON,3.5,True,none,quiet,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Edinburgh,EDH,4.5,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Charlotte,NC,4.0,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
La Prairie,QC,4.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Montreal,QC,3.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Brossard,QC,5.0,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Pittsburgh,PA,3.5,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Charlotte,NC,3.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Glendale,AZ,2.0,True,none,BLANK,BLANK,BLANK,FALSE,TRUE,BLANK,BLANK,BLANK,BLANK,0
Pittsburgh,PA,1.5,False,none,very_loud,casual,BLANK,BLANK,BLANK,BLANK,FALSE,FALSE,BLANK,0
North Las Vegas,NV,5.0,True,full_bar,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,3.0,True,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Montral,QC,4.0,True,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Mint Hill,NC,3.5,True,beer_and_wine,quiet,casual,1,FALSE,FALSE,BLANK,FALSE,BLANK,TRUE,1
Phoenix,AZ,2.5,True,none,average,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Phoenix,AZ,3.0,False,none,average,casual,1,TRUE,FALSE,BLANK,FALSE,BLANK,BLANK,0
Las Vegas,NV,2.0,True,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,0
Verdun,QC,4.0,True,beer_and_wine,average,casual,2,TRUE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Edinburgh,EDH,3.5,True,full_bar,average,casual,2,TRUE,TRUE,no,FALSE,TRUE,BLANK,1
Edinburgh,EDH,4.0,True,full_bar,average,casual,2,TRUE,TRUE,BLANK,FALSE,BLANK,TRUE,1
El Mirage,AZ,3.0,False,full_bar,average,casual,2,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Peoria,AZ,5.0,True,none,quiet,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
