city,state,stars,open,alcohol,noiseLevel,attire,priceRange,delivery,waiterService,smoking,outdoorSeating,caters,goodForKids,goodForGroups
Scottsdale,AZ,3,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Montreal,QC,2,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Westmount,QC,3.5,TRUE,none,BLANK,BLANK,3,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Saint-Laurent,QC,4.5,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Brossard,QC,2.5,TRUE,none,BLANK,dressy,BLANK,FALSE,BLANK,BLANK,BLANK,BLANK,BLANK,1
Tonto Basin,AZ,3.5,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Charlotte,NC,3.5,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,3.5,FALSE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Pittsburgh,PA,3.5,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Gilbert,AZ,4,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
North Las Vegas,NV,3,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,4.5,TRUE,none,BLANK,BLANK,3,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Peoria,AZ,5,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,4,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Charlotte,NC,4.5,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Charlotte,NC,4.5,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Montral,QC,3,TRUE,none,BLANK,BLANK,3,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Avondale,AZ,4.5,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Avondale,AZ,3.5,TRUE,none,BLANK,casual,BLANK,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,0
Montral,QC,4.5,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,0
Montral,QC,4,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Edinburgh,EDH,2.5,TRUE,beer_and_wine,average,BLANK,2,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,1
Charlotte,NC,4,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Laval,QC,4,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Glendale,AZ,4,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Charlotte,NC,4,FALSE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,4.5,FALSE,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
St. Jacobs,ON,4.5,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Urbana,IL,4.5,FALSE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,3.5,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Peoria,AZ,4,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,4,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Charlotte,NC,3,TRUE,none,BLANK,casual,BLANK,TRUE,BLANK,BLANK,BLANK,BLANK,BLANK,1
Montreal,QC,4,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Charlotte,NC,3.5,FALSE,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,TRUE,BLANK,0
Huntersville,NC,3,TRUE,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Chandler,AZ,2,TRUE,none,BLANK,BLANK,1,TRUE,BLANK,BLANK,BLANK,BLANK,BLANK,0
Edinburgh,EDH,4.5,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,4,TRUE,none,BLANK,casual,1,BLANK,FALSE,BLANK,FALSE,BLANK,BLANK,0
Phoenix,AZ,1.5,TRUE,none,BLANK,casual,1,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,0
Phoenix,AZ,3.5,TRUE,none,BLANK,casual,2,TRUE,BLANK,BLANK,BLANK,BLANK,BLANK,0
Mint Hill,NC,2,TRUE,none,BLANK,BLANK,1,FALSE,FALSE,BLANK,BLANK,BLANK,BLANK,0
Scottsdale,AZ,3.5,FALSE,none,BLANK,BLANK,1,BLANK,FALSE,BLANK,TRUE,FALSE,BLANK,0
Montral,QC,4.5,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,2.5,FALSE,none,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,BLANK,BLANK,BLANK,1
Pittsburgh,PA,2.5,TRUE,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1
Montral,QC,4.5,TRUE,none,quiet,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Anthem,AZ,2.5,TRUE,none,BLANK,BLANK,1,TRUE,BLANK,BLANK,BLANK,BLANK,BLANK,0
Montreal,QC,3.5,TRUE,none,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,BLANK,BLANK,BLANK,0
Montral,QC,3,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1
Urbana,IL,3.5,TRUE,none,BLANK,BLANK,3,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Edinburgh,EDH,4.5,TRUE,none,BLANK,BLANK,1,BLANK,FALSE,BLANK,FALSE,BLANK,BLANK,0
Henderson,NV,3.5,FALSE,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Edinburgh,EDH,4.5,TRUE,none,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,BLANK,BLANK,BLANK,0
Montral,QC,3.5,TRUE,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1
Edinburgh,EDH,3.5,TRUE,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Chandler,AZ,3.5,FALSE,none,BLANK,BLANK,2,BLANK,TRUE,BLANK,BLANK,BLANK,BLANK,0
Montral,QC,2.5,TRUE,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Charlotte,NC,3.5,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Peoria,AZ,4,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Gilbert,AZ,1,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Montral,QC,3,FALSE,none,BLANK,BLANK,3,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Pittsburgh,PA,4.5,TRUE,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,0
Charlotte,NC,3.5,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Fort Mill,SC,5,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Middleton,WI,3,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Laveen,AZ,1.5,TRUE,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,3,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Edinburgh,EDH,4.5,TRUE,full_bar,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Charlotte,NC,1.5,TRUE,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,2.5,FALSE,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Montral,QC,3.5,FALSE,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Montreal,QC,3.5,TRUE,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Montreal,QC,3.5,TRUE,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,2.5,TRUE,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Pittsburgh,PA,3,TRUE,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Edinburgh,EDH,3.5,FALSE,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,3.5,TRUE,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Henderson,NV,4,FALSE,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
North Las Vegas,NV,2.5,TRUE,none,BLANK,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,BLANK,BLANK,0
Pittsburgh,PA,3.5,TRUE,full_bar,average,casual,1,FALSE,FALSE,no,FALSE,FALSE,BLANK,1
Edinburgh,EDH,4,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Las Vegas,NV,4,TRUE,full_bar,average,casual,1,TRUE,TRUE,yes,FALSE,TRUE,BLANK,0
Braddock,PA,4.5,TRUE,full_bar,average,casual,1,FALSE,TRUE,no,FALSE,TRUE,BLANK,1
Lachine,QC,4,TRUE,full_bar,loud,casual,2,FALSE,TRUE,no,TRUE,FALSE,BLANK,1
Edinburgh,EDH,3.5,TRUE,full_bar,loud,casual,2,FALSE,FALSE,no,TRUE,BLANK,BLANK,0
Edinburgh,EDH,4,FALSE,none,quiet,casual,1,FALSE,TRUE,BLANK,TRUE,BLANK,BLANK,1
Montral,QC,4.5,TRUE,full_bar,average,casual,2,FALSE,FALSE,outdoor,TRUE,BLANK,BLANK,1
Madison,WI,3.5,TRUE,none,average,casual,1,TRUE,TRUE,BLANK,FALSE,BLANK,BLANK,0
Pittsburgh,PA,3.5,FALSE,full_bar,average,casual,2,FALSE,TRUE,BLANK,FALSE,BLANK,FALSE,1
Tempe,AZ,4.5,TRUE,full_bar,average,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Matthews,NC,3.5,TRUE,none,quiet,casual,1,FALSE,FALSE,BLANK,FALSE,FALSE,TRUE,0
Phoenix,AZ,3.5,TRUE,none,quiet,casual,1,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Mesa,AZ,3.5,TRUE,none,average,casual,2,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,0
Montral,QC,3.5,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Montral,QC,4,TRUE,none,average,casual,2,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Cave Creek,AZ,4.5,TRUE,none,average,casual,1,FALSE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Matthews,NC,3.5,TRUE,beer_and_wine,average,casual,1,TRUE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Karlsruhe,BW,4.5,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,outdoor,TRUE,FALSE,BLANK,1
Charlotte,NC,3.5,FALSE,none,average,casual,1,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,1
Maricopa,AZ,5,TRUE,none,quiet,casual,1,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Phoenix,AZ,3,TRUE,full_bar,quiet,casual,2,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Fountain Hills,AZ,3.5,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Charlotte,NC,4,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Madison,WI,4,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Charlotte,NC,4,TRUE,none,quiet,casual,1,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Chandler,AZ,2.5,TRUE,none,loud,casual,1,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,1
Tempe,AZ,3,TRUE,none,very_loud,casual,2,TRUE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Madison,WI,3,TRUE,none,average,casual,1,TRUE,FALSE,BLANK,FALSE,FALSE,BLANK,0
Mesa,AZ,1.5,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Las Vegas,NV,4.5,FALSE,full_bar,BLANK,formal,4,FALSE,TRUE,BLANK,FALSE,BLANK,FALSE,1
Mesa,AZ,1.5,TRUE,none,average,casual,2,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,0
Montreal,QC,3.5,TRUE,beer_and_wine,average,casual,2,TRUE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Montreal,QC,4,TRUE,full_bar,average,casual,2,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Verdun,QC,3.5,TRUE,full_bar,average,casual,2,TRUE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Sun City West,AZ,3.5,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Charlotte,NC,2.5,FALSE,none,average,casual,1,TRUE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Montral,QC,3.5,TRUE,beer_and_wine,average,casual,1,TRUE,FALSE,BLANK,TRUE,FALSE,BLANK,0
Florence,AZ,3,TRUE,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Edinburgh,EDH,4,TRUE,none,quiet,casual,1,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Champaign,IL,3,TRUE,none,average,casual,1,TRUE,FALSE,BLANK,FALSE,FALSE,BLANK,0
Montral,QC,2,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,0
Laval,QC,3.5,TRUE,full_bar,average,casual,2,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Pittsburgh,PA,3,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,0
Montral,QC,4,FALSE,full_bar,loud,dressy,4,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,0
Montral,QC,4.5,TRUE,full_bar,average,casual,2,TRUE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Tempe,AZ,3.5,TRUE,none,average,casual,1,TRUE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Monona,WI,3.5,TRUE,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,0
Phoenix,AZ,2.5,TRUE,none,loud,casual,1,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Mesa,AZ,3.5,TRUE,none,loud,casual,1,TRUE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Madison,WI,2.5,TRUE,none,very_loud,casual,1,TRUE,FALSE,BLANK,TRUE,TRUE,BLANK,0
Madison,WI,4,TRUE,none,quiet,casual,2,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,0
Phoenix,AZ,4.5,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,0
Phoenix,AZ,4,FALSE,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Phoenix,AZ,3,TRUE,full_bar,loud,casual,3,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Phoenix,AZ,2.5,TRUE,none,quiet,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,0
Monona,WI,3.5,FALSE,full_bar,average,casual,1,TRUE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Surprise,AZ,3.5,FALSE,full_bar,average,casual,2,TRUE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Montreal,QC,4.5,TRUE,none,average,casual,2,TRUE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Middleton,WI,3,FALSE,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,0
Madison,WI,4,FALSE,full_bar,average,casual,1,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Chandler,AZ,4,FALSE,none,quiet,casual,1,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Maricopa,AZ,4,TRUE,full_bar,average,casual,2,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Champaign,IL,3.5,TRUE,none,quiet,casual,2,TRUE,TRUE,BLANK,FALSE,BLANK,BLANK,0
Pittsburgh,PA,3.5,FALSE,none,quiet,casual,1,TRUE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Casa Grande,AZ,3,TRUE,none,quiet,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,0
Charlotte,NC,3,FALSE,none,average,casual,1,FALSE,FALSE,BLANK,TRUE,BLANK,BLANK,0
Casa Grande,AZ,4.5,TRUE,none,quiet,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,0
Edinburgh,EDH,4.5,TRUE,full_bar,average,dressy,3,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,0
Beaconsfield,QC,3,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Montral,QC,4,TRUE,beer_and_wine,quiet,casual,3,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Las Vegas,NV,3,FALSE,none,quiet,casual,1,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Pittsburgh,PA,5,TRUE,full_bar,loud,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Madison,WI,4,FALSE,beer_and_wine,average,casual,2,TRUE,FALSE,BLANK,FALSE,FALSE,BLANK,1
North Las Vegas,NV,5,TRUE,none,quiet,casual,1,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
North Las Vegas,NV,2.5,TRUE,none,very_loud,casual,2,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,0
Tempe,AZ,4,FALSE,none,average,casual,1,TRUE,FALSE,BLANK,TRUE,TRUE,BLANK,0
Champaign,IL,2.5,TRUE,beer_and_wine,very_loud,casual,2,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,0
Urbana,IL,4.5,TRUE,beer_and_wine,very_loud,casual,2,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Montral,QC,5,TRUE,beer_and_wine,quiet,casual,2,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,0
Montral,QC,3.5,TRUE,full_bar,average,dressy,4,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,1
Waterloo,ON,4,TRUE,none,average,casual,1,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Pittsburgh,PA,4,TRUE,none,quiet,casual,1,TRUE,FALSE,BLANK,FALSE,TRUE,BLANK,0
Scottsdale,AZ,3.5,TRUE,none,quiet,casual,1,TRUE,TRUE,BLANK,TRUE,TRUE,BLANK,0
Pittsburgh,PA,3.5,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Madison,WI,2.5,TRUE,full_bar,quiet,casual,4,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,0
Montral,QC,2,TRUE,full_bar,loud,casual,3,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Charlotte,NC,3.5,TRUE,none,average,casual,2,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,0
Pittsburgh,PA,4,TRUE,none,average,casual,2,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Pittsburgh,PA,3.5,TRUE,none,average,casual,1,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,0
Belmont,NC,4,TRUE,none,average,casual,1,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,1
Charlotte,NC,4,TRUE,none,loud,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Casa Grande,AZ,2.5,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,BLANK,TRUE,BLANK,BLANK,1
Charlotte,NC,5,TRUE,none,loud,casual,1,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,0
Charlotte,NC,3,TRUE,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,0
Tempe,AZ,3.5,FALSE,full_bar,quiet,casual,1,FALSE,TRUE,BLANK,TRUE,BLANK,TRUE,1
Las Vegas,NV,3.5,FALSE,full_bar,BLANK,casual,2,FALSE,FALSE,no,FALSE,BLANK,TRUE,1
Las Vegas,NV,2,TRUE,none,average,casual,2,TRUE,FALSE,BLANK,FALSE,BLANK,BLANK,0
Tempe,AZ,3,FALSE,none,quiet,casual,1,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Phoenix,AZ,3.5,TRUE,none,quiet,casual,2,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Montral,QC,3,TRUE,full_bar,average,casual,2,TRUE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Montreal,QC,4,TRUE,none,very_loud,dressy,4,TRUE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Westmount,QC,3,TRUE,full_bar,quiet,casual,3,FALSE,TRUE,BLANK,TRUE,BLANK,BLANK,1
Montreal,QC,3.5,TRUE,none,quiet,casual,1,TRUE,TRUE,BLANK,TRUE,BLANK,BLANK,1
Montral,QC,3.5,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,BLANK,BLANK,1
Montreal,QC,3.5,TRUE,full_bar,quiet,dressy,2,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Waterloo,ON,4,TRUE,beer_and_wine,average,casual,1,TRUE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Edinburgh,EDH,3,TRUE,full_bar,average,casual,3,FALSE,TRUE,BLANK,TRUE,BLANK,BLANK,1
Edinburgh,EDH,4,TRUE,beer_and_wine,BLANK,BLANK,3,BLANK,TRUE,BLANK,TRUE,BLANK,BLANK,1
Las Vegas,NV,2.5,TRUE,full_bar,average,casual,3,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Pittsburgh,PA,3,TRUE,none,average,casual,1,TRUE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Montral,QC,4,TRUE,none,average,casual,2,TRUE,TRUE,BLANK,TRUE,BLANK,BLANK,1
Maricopa,AZ,3.5,TRUE,beer_and_wine,average,casual,1,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,1
Phoenix,AZ,2,FALSE,none,average,casual,1,TRUE,TRUE,BLANK,FALSE,BLANK,BLANK,0
Gold Canyon,AZ,4,TRUE,beer_and_wine,quiet,casual,2,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Phoenix,AZ,2.5,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,BLANK,TRUE,BLANK,1
Edinburgh,MLN,5,TRUE,full_bar,quiet,formal,4,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Tempe,AZ,3.5,TRUE,none,quiet,casual,1,FALSE,TRUE,BLANK,TRUE,BLANK,BLANK,0
Henderson,NV,4,FALSE,full_bar,average,casual,2,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Brossard,QC,3,TRUE,full_bar,loud,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Charlotte,NC,3.5,TRUE,full_bar,average,casual,1,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Las Vegas,NV,4,TRUE,none,BLANK,casual,1,TRUE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Mount Holly,NC,3.5,TRUE,none,average,casual,2,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,0
Montral,QC,4,TRUE,full_bar,average,casual,2,FALSE,FALSE,BLANK,TRUE,BLANK,BLANK,1
Gilbert,AZ,4,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,0
Phoenix,AZ,2.5,FALSE,none,quiet,casual,2,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Pittsburgh,PA,4,TRUE,full_bar,average,casual,2,TRUE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Glendale,AZ,4.5,TRUE,beer_and_wine,quiet,casual,1,TRUE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Pittsburgh,PA,2.5,TRUE,none,quiet,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Waterloo,ON,3.5,TRUE,full_bar,loud,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Edinburgh,MLN,5,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Mount Holly,NC,3.5,TRUE,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Mc Farland,WI,4.5,TRUE,none,average,casual,1,FALSE,FALSE,BLANK,TRUE,BLANK,BLANK,1
Phoenix,AZ,4,TRUE,none,BLANK,casual,1,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Pittsburgh,PA,4,TRUE,none,BLANK,casual,1,TRUE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Matthews,NC,3.5,TRUE,beer_and_wine,quiet,casual,2,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Tempe,AZ,2.5,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,0
Phoenix,AZ,3.5,FALSE,full_bar,average,casual,2,TRUE,FALSE,BLANK,TRUE,BLANK,BLANK,1
Tolleson,AZ,4,FALSE,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Montreal,QC,3.5,TRUE,full_bar,average,casual,3,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Montreal,QC,3.5,TRUE,full_bar,average,dressy,2,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Montreal-Est,QC,3.5,TRUE,none,quiet,formal,1,BLANK,TRUE,BLANK,FALSE,BLANK,BLANK,1
Saint-Laurent,QC,3.5,TRUE,beer_and_wine,average,casual,1,TRUE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Edinburgh,EDH,4,TRUE,beer_and_wine,average,casual,2,TRUE,FALSE,BLANK,FALSE,FALSE,BLANK,1
